"EV001",""
"EV002",""
"EV003",""
"EV004",""
"EV005",""
"EV006",""
"EV007",""
"EV008",""
"回想部屋に戻りますか？",""
"はい",""
"いいえ",""
"EV009",""
"EV010",""
"魔法陣は触れても特に反応しない。",""
"『いらっしゃいませ。ここはコロシアム受付です。
　現在マッチングを受け付けています。』",""
"指名する",""
"やめておく",""
"『現在貴方の指名を受け付けているプレイヤーが1人います。
　プレイヤー名「夏目桃香」です。』","""Currently, one player accepts your nomination for
 a match. Player name: Natsume Momoka."""
"『この方に試合を挑みますか？』",""
"『かしこまりました。
　7000Gの掛け金を頂きますが、よろしいですか？』",""
"貴方は女性に7000Gを手渡した。",""
"『ありがとうございます。貴方の番号は11番です。
　夏目桃香様が1時間以内に応答されない場合は、
　掛け金を返却します。アナウンスをよくお聞きください。』",""
"貴方は女性から東側控室の鍵を受け取った。",""
"<受付>
『また、勝利した際には再度受付までお立ち寄りください。
　賞金をお渡しします。』",""
"『お金が足りません。』",""
"『貴方の控室は右手側です。』",""
"EV012",""
"鍵がかかっている。",""
"EV013",""
"EV016",""
"『そこの魔法陣は医務室につながってるんだ。
　そこから出てくるってことは、
　負けて医務室送りになったってことだから…………』",""
"『あんまり出で来るところは見られたくないよな…
　オ、オレはちょっと休んでるだけだぜ？』",""
"<アル>
『確かに、見られると恥ずかしいよね！
　……なんでこの人、動揺してるんだろ？』",""
"『お、おう…………お前も負けたみたいだな。
　そこの魔法陣から出てくるの、誰かに見られてないかとか、
　恥ずかしくなったりしないか？』",""
"恥ずかしくなる",""
"恥ずかしくない",""
"『だよな…………
　もう少し、こう、
　分かりにくい場所に変えてくんないかなぁ……』",""
"<アル>
『あんまり周りの目を気にしすぎちゃダメだよ？
　負けたって、次に勝てばいいんだからね♪』",""
"『まじかよ、鋼メンタルかよ。いいなぁ……
　俺もそんな風に考えられたら楽なんだろうなぁ…………』",""
"<アル>
『えへへ♪1度負けたって、次勝てばいいだけだもんね！
　めげずに頑張ろ、\n[1]♪』",""
"『お前もまた手ひどく負けたみたいだな……
　けどよ、あれは対戦相手が悪いぜ。』",""
"『すい星のごとく現れて、お前で3人抜き達成。
　はぁ……ゲームの中でも天才ってのはいるもんだなぁ……』",""
"『ま、そういうわけだから、
　お前も負けたからってそう気を落とすなよ。』",""
"<アル>
『\n[1]のことを慰めてくれてるのかな？
　えへへ♪良い人だね、この人！』",""
"EV017",""
"『コロシアムに出てくるプレイヤーは、
　みんな自分に自信があるやつばかりだからな。
　兄ちゃん、
　参加するなら十分に強くなってからのほうがいいぜ。』",""
"<アル>
『強敵ばかりってことだね！
　準備はできてる？\n[1]♪』",""
"<アル>
『自信がなかったら、また強くなってから来ようね！』",""
"EV020",""
"『ここは選手が入るための場所だ。
　鍵がかかっていてそれ以外のプレイヤーは入れないぜ。』",""
"『契約奴隷はこの町では一種のタブーだ。
　あんまり大っぴらに話すんじゃねぇぞ。』",""
