"EV001",""
"EV002",""
"EV003",""
"EV004",""
"EV005",""
"EV006",""
"EV007",""
"<アル>
『どこいくのー？
　あの人が待ってるみたいだよ？』","<Al>
""\n[1], where are you going?
 Isn't that woman waiting for you?"""
"未来が待っているのに、外に行くわけにはいかない。","Mirai is waiting for you. This isn't the time to go
outside."
"EV008",""
"今日はあまり探索せず、
もう宿の主人に部屋を手配してもらおう。",""
"EV009",""
"『いらっしゃい。』","""Welcome."""
"100Gの部屋",""
"1000Gの部屋",""
"『毎度ありがとうございます。』","""Thank you for staying."""
"『お金が足りません。』","""You don't have enough money."""
"EV010",""
"『いらっしゃい。1泊100Gです。』","""Welcome. A room for a single night will be 100G."""
"泊っていく","Stay the night"
"泊まらない","Don't stay"
"未来が待っている。
泊まるわけにはいかない。","Mirai is waiting for you. This isn't the time to stay
another night."
"今日は恭子との試合の日だ。
休むわけにはいかない。",""
"EV011",""
"『ふぅ……仕事の疲れは、お酒で癒すに限るわね。』","""Phew... Nothing's better cure for work stress than
 beer."""
"<アル>
『大人の女性って感じだね！
　私もお酒飲んだら、大人って感じするかな？』","<Al>
""She looks like a real adult woman! Would I also look
 more adult if I drank beer?"""
"EV012",""
"『おらぁ、みてろよ～…
　こんなお酒こうして、ぐっ……ぐっ………ぐっ！』","""Hey! Look at this! This is how you drink beer!
 Gulp... Gulp... Gulp...!"""
"『ぷはぁ！一飲みだぜおらぁ、ひっく…………』","""Puaaaah! All down in a single go! Hic!"""
"<アル>
『わー……………
　\n[1]はこんな無茶な飲み方しちゃダメだからね！』","<Al>
""Uah... \n[1], please don't ever copy him
 and drink in such a dirty way."""
"EV013",""
"『よっ！まだまだ飲めるだろー？
　ほらもう一杯♪もう一杯♪』","""Hey! You can still drink more, right! C'mon! One more
 bottle♪ One more bottle♪"""
"<アル>
『限界な人をそうやって煽って、
　飲ませちゃダメなんだからね！』","<Al>
""You shouldn't push someone to drink when they're
 already wasted!"""
"アルは頬を膨らませて怒っている…………","Al puffed her cheeks in anger."
"EV014",""
"『隣のテーブルの人たち、
　騒ぐならここじゃなくて酒場で飲んでくれないかな……
　僕は静かに飲みたいって言うのに…………』","""I wish the people drinking and making racket at the
 other table would go to a bar... I want drink in peace
 and quiet..."""
"<アル>
『確かに隣の人たち、
　ちょっと声が大きいかも？』","<Al>
""They're certainly making quite a lot of noise."""
"EV015",""
"『演奏中に話しかけないで頂戴。気が散ってしまうわ。』","""Please don't talk to me while I'm playing. You'll
 distract me."""
"<アル>
『わ、そ、そうだよね。
　でも、綺麗な音…………
　えへへ♪うっとりしちゃう…………』","<Al>
""Oh. I guess we shouldn't disturb her. The song she's
 playing is beautiful... Ehehe♪ I'm getting entranced
 by it♪"""
"EV016",""
"<アル>
『お酒飲むのー？
  でも、今そんなにお金あったっけ？
　有料みたいだよ！どうする？』","<Al>
""Are you going to drink? But we don't have much money
 right now, do we? The drinks seem pretty expensive!
 What will you do?"""
"飲む（1000G）","Drink (1000G)"
"飲まない","Don't Drink"
"どこか物悲し気な雰囲気のピアノが郷愁を誘う。
貴方はたっぷりと場の雰囲気を堪能しながら、
様々なカクテルに舌鼓を打った。","You enjoyed the atmosphere as the pianist played
a melancholic song and drank various cocktails."
"<アル>
『美味しそうに飲んでたね！
　私も飲めるようになりたいなー♪』","<Al>
""You looked to enjoy them! I wish I could drink too♪"""
"<アル>
『でも、\n[1]、今、そんなにお金ないよ…？
　また、今度にしようよ！』","<Al>
""But you can't afford it right now, can you?
 Let's leave it for another time!"""
"<アル>
『お酒はまた今度だね！』","<Al>
""Let's leave it for another time!"""
"お酒を飲む（1000G）","Drink (1000G)"
"やめておく","Stop"
"持ち合わせが不安だ…………
やめておこう。","You felt uneasy about how much money you had and
decided against drinking."
"EV017",""
"<アル>
『お酒飲むのー？』","<Al>
""\n[1], are you going to drink?"""
"はい","Yes"
"いいえ","No"
"1000G失った！","You lost 1000G!"
"お酒を飲む","Drink"
"EV018",""
"<未来>
『あ、おはよう。
　昨日はゆっくり休めたかな？』","<Mirai>
""Ah, good morning. Did you have a good rest?"""
"貴方は挨拶とともにそう尋ねてきた女性に頷く。
女性は貴方の返事を聞いて微笑んだ。","Mirai greeted you. You nodded to her question, and she
smiled at your reply."
"<未来>
『それは何よりだね。
　じゃあ、約束通り今日は私が案内してあげる。
　早速、いこっか♪』","<Mirai>
""I'm glad to hear that. Then I will guide you around
 the town like I promised. Shall we go?"""
"案内してもらう","Ask her for a guide"
"案内してもらわない","Not yet"
"貴方はそう言って先導する女性について行った。","You said that and followed Mirai out of the inn."
"<アル>
『町のあんないツアーへっれつごー♪』","<Al>
""Let's go! A tour of the town♪"""
"<未来>
『まずはここを進んだ先のことからだね。
　ここから南に行くと、住宅街だよ。』","<Mirai>
""Let's start from the south side. From here you can
 find the residential district."""
"<未来>
『酒場を最後に紹介したいから、
　まずは住宅街にある、
　知っておくべき場所について案内からかな。』","<Mirai>
""I want to show the bar as the last place, so let's
 start off with the notable places on the south side."""
"<未来>
『ここはほとんどプレイヤーの住宅だから、
　特に案内するところはないんだけど…………』","<Mirai>
""This area is where most players live, so there aren't
 all that many notable places."""
"<未来>
『ここだけは別♪
　じゃーんっ！我らがバンガードの本拠地だよ！』","<Mirai>
""However, this is one of them♪ Tadaah! It's the base
 of our guild, Vanguard!"""
"<未来>
『あ、そうだよね。
　まずはバンガードの説明からかな？』","<Mirai>
""Oh, right. I should explain what Vanguard is first."""
"<未来>
『バンガードって言うのは、
　まぁ、簡単に言えば、
　プレイヤーによる自警団みたいなものだよ。』","<Mirai>
""To put it simply... Vanguard is a player-run guild
 that looks after the peace in the town."""
"<未来>
『ほら、いくらゲームだからって、
　何でもかんでもやりたい放題だとみんなが困るでしょ？』","<Mirai>
""You see, there would be a lot of problems if players
 did as they liked just because this is a game."""
"<未来>
『だから、行き過ぎたプレイヤーの行動を抑えるのが、
　我らがバンガードってわけ♪』","<Mirai>
""That's why we, Vanguard, arrest such players who go
 too far with their actions♪"""
"<アル>
『おー！なんだかかっこいいね！』","<Al>
""Ooh! That sounds so cool!"""
"アルは女性の話を聞きながら目を輝かせている。","Al's eyes sparkled from excitement after hearing
Mirai's explanation."
"<未来>
『もちろんそういう好き勝手するのは、
　大体力に溺れたプレイヤーだから、
　バンガードにもそれ相応の力が求められる。』","<Mirai>
""Usually the players who cause trouble are ones who let
 the power go to their head after becoming strong, so
 our members need to be strong enough to match that."""
"<未来>
『だから、自警団でありつつ、
　まぁ、分かりやすく言うならこの街最強のギルドかな？』","<Mirai>
""So although we kind of work as guards... To put it
 simply, Vanguard is the strongest guild in the
 town."""
"<未来>
『君も、困ったら何かあったら尋ねるといいよ。
　私たちはいつでも歓迎しよう、なんてね♪』","<Mirai>
""That's why you should come to us if you ever find
 yourself in trouble♪ We're ready to help at any
 time♪"""
"おどけた調子で女性は貴方の前で手を広げる。","Mirai theatrically spread her hands across as she said
that."
"<未来>
『じゃ、北の町に戻ろっか。
　この建物はここでしばらく過ごすなら、
　絶対お世話になるところだからよく覚えておくように♪』","<Mirai>
""You'll surely come to visit our guild building at some
 point if you're staying in the town, so you should
 remember it♪ Then, let's move back to the north side♪"""
"貴方はそう言う女性についていった。","You followed Mirai after she said that."
"<未来>
『ここが、この町の冒険ショップだよ。
　1階層で店員のようなNPCは見たよね？
　その人がこの中にいるの。』","<Mirai>
""This is the the town's adventurer shop. You must have
 met the shopkeeper's on the first floor. You can also
 find them here."""
